epoch,loss,mae,mape,val_loss,val_mae,val_mape
0,0.18203406035900116,0.3377440571784973,88.6817398071289,0.16498525440692902,0.31477034091949463,80.76282501220703
1,0.15866993367671967,0.3140502870082855,83.22566986083984,0.15768550336360931,0.3160950541496277,85.32511901855469
2,0.15255038440227509,0.3068118095397949,81.39960479736328,0.14914382994174957,0.3033098578453064,83.52957153320312
3,0.1476578563451767,0.30120429396629333,79.8987045288086,0.14412234723567963,0.29803988337516785,79.70474243164062
4,0.14329737424850464,0.2962867319583893,78.65975189208984,0.13799072802066803,0.2898467481136322,76.55563354492188
5,0.13939224183559418,0.29181066155433655,77.39244842529297,0.13668256998062134,0.2895646393299103,77.26345825195312
6,0.13603539764881134,0.287903368473053,76.38111877441406,0.13574367761611938,0.28651756048202515,75.42131042480469
7,0.1333138644695282,0.2847782373428345,75.47468566894531,0.13164520263671875,0.28358712792396545,73.87858581542969
8,0.1307738721370697,0.281785249710083,74.63152313232422,0.12897151708602905,0.2818748354911804,75.75460052490234
9,0.12853142619132996,0.27922147512435913,73.90372467041016,0.1268569529056549,0.2757617235183716,70.56877899169922
10,0.12655392289161682,0.27687621116638184,73.25177001953125,0.1261945217847824,0.2728869616985321,69.97101593017578
11,0.12489017844200134,0.2748327851295471,72.68487548828125,0.12423743307590485,0.27007922530174255,71.09722900390625
12,0.12312372028827667,0.27270281314849854,72.08365631103516,0.12425615638494492,0.2748832404613495,74.34854888916016
13,0.12175188958644867,0.2710222005844116,71.62727355957031,0.12090183794498444,0.2698208689689636,69.8805923461914
14,0.12029611319303513,0.26930302381515503,71.1429672241211,0.11942513287067413,0.2660767138004303,69.20730590820312
15,0.12874136865139008,0.27906474471092224,73.77793884277344,0.13308429718017578,0.2810613214969635,76.74276733398438
16,0.12551110982894897,0.2752193212509155,72.71868896484375,0.1258494108915329,0.2763950824737549,74.22914123535156
17,0.12192347645759583,0.2709864675998688,71.5570297241211,0.12025623768568039,0.26860690116882324,69.85011291503906
18,0.1190495565533638,0.2674993872642517,70.55685424804688,0.12345100939273834,0.26646968722343445,67.8683090209961
19,0.11637187749147415,0.2643086016178131,69.7163314819336,0.11664918065071106,0.2666153013706207,69.91775512695312
20,0.11429799348115921,0.26170140504837036,68.88871765136719,0.11276359856128693,0.2565876543521881,66.71695709228516
21,0.11207562685012817,0.2590499818325043,68.21438598632812,0.11073998361825943,0.2550496757030487,65.56919860839844
22,0.11037939786911011,0.25689613819122314,67.61424255371094,0.11024781316518784,0.25651511549949646,67.3314437866211
23,0.10875273495912552,0.25488680601119995,67.02311706542969,0.10853469371795654,0.2508683204650879,64.49134063720703
24,0.10742209851741791,0.25320982933044434,66.52909851074219,0.10547097027301788,0.2507677972316742,66.37064361572266
